,docname,Newspaper,Year,Beginning of Passage,keyword,End of Passage
1351,16948_1.txt,"Wilmington journal (Wilmington, N.C...)",1850,". oh ! there is no daring like the courage inspired by passion for revenge ! in the meanwhile , mills had approached the farther shore , when he discovered the startling apparition of armed men on the bank . he knew at a glance what it meant . the",mob,", to prevent any of the mor mons from escaping , had stationed a guard beyond the river . he instantly turned his course down the stream , when a whole platoon let off their rifles , but the distance was too inconsiderable . a hail of bullets rattled around"
1352,16953_0.txt,Sunday dispatch (New York [N.Y.]) 1845-1854,1850,"time was given them for explanation . they vainly tried to speak , but none of them understanding english , they were obliged to employ their native which derstood . "" vainly they called for an interpreter , for their cries were drowned by the yells of a now infuriated",mob,". a black handkerchief was bound around the eyes of each ; their arms were pinioned , and at a given signal , without priest or prayer- book , the drawn from under them and they wagon was , launched into eternity ! their graves were were dug ready to"
1353,16955_0.txt,Sunday dispatch (New York [N.Y.]) 1845-1854,1850,", has invented a remedy which renders a drunken man immediately sober , and think he could do better we not than serd to an agent with a good supply of the medicine , to herman , mo.a terrible outrage is reported to have taken place in culpepper , on",mob,"of 200 men including justices , of the peace , members of the and others , proceeded to the jail , resisted the sheriff , and carried off william grayson , a free negro , dragged him to the ossed and hung him . gray son had twice been of"
1354,16955_0.txt,Sunday dispatch (New York [N.Y.]) 1845-1854,1850,"ossed and hung him . gray son had twice been of murdering da vid a . miiler , a white man , but each time he appealed , and the general court granted him new on the ground that the testimony hardly iustified suspicion , much less guilt . the",mob,"allowed grayson one minute to confess . he firmly avowed his innocence of the murder . the mob then placed a fence rail across between two him trees and up . this outrage has , cre ated intense excitement the . papers entreat the governor to arrest one concerned very"
1355,16955_0.txt,Sunday dispatch (New York [N.Y.]) 1845-1854,1850,"a white man , but each time he appealed , and the general court granted him new on the ground that the testimony hardly iustified suspicion , much less guilt . the mob allowed grayson one minute to confess . he firmly avowed his innocence of the murder . the",mob,"then placed a fence rail across between two him trees and up . this outrage has , cre ated intense excitement the . papers entreat the governor to arrest one concerned very in it by . the a fellow by the name of isaac batton was arrested at chambersburg ,"
1356,16957_0.txt,"The Minnesota pioneer (St. Paul, Minn....)",1850,,mob,"violence- man hung.- a dis patch frout baltimore of the 23d ult . , says that in culpepper county , va . , a mob of 300 persons including justices of the peace and others , resisted the sheriff , and took from jail wm . grayson and hung him"
1357,16957_0.txt,"The Minnesota pioneer (St. Paul, Minn....)",1850,"mob violence- man hung.- a dis patch frout baltimore of the 23d ult . , says that in culpepper county , va . , a",mob,"of 300 persons including justices of the peace and others , resisted the sheriff , and took from jail wm . grayson and hung him till he was dead . the cause assigned , is that grayson had twice been convicted of the murder of david w . miller ,"
1358,16962_0.txt,The southern press (Washington [D.C...),1850,boston,mob,"law.- the chronotype has the following account of an attempt at lynch law in boston . . it was reported on monday afternoon , that a colored man was in the city , and about the viein- ity of south street , who informed against wm . l . chaplain"
1359,16964_0.txt,"The daily crescent ([New Orleans, L...)",1851,* * * a disgraceful seene -- the,mob,"at peoria , illinois . some days ago we had an account ( by telegraph ) of some disgraceful proceedings at peoria , a mob having attempted to hang two prisoners who were in jail there under sentence of death for murder . the peoria republican gives the following particulars"
1360,16964_0.txt,"The daily crescent ([New Orleans, L...)",1851,"* * * a disgraceful seene -- the mob at peoria , illinois . some days ago we had an account ( by telegraph ) of some disgraceful proceedings at peoria , a",mob,"having attempted to hang two prisoners who were in jail there under sentence of death for murder . the peoria republican gives the following particulars of the disgraceful affair : it is generally known that we have two young meh confined in our county jail , under sentence of death"
1361,16964_0.txt,"The daily crescent ([New Orleans, L...)",1851,", it must suffice to say , that despite the efforts of a few inside and some outside , who were anxious to arrest proceedings , the door of the jail was burst in , and the hall , up to the cells of the victims , filled with the",mob,". here the strength of the cell door brought them to a halt . beams of timber , crow bars , stones and sledges , did the work , however , and the en trance to both cells was effected . george was caught praying , and brought into the"
1362,16964_0.txt,"The daily crescent ([New Orleans, L...)",1851,"did the work , however , and the en trance to both cells was effected . george was caught praying , and brought into the hall to await the capture of tom . here a slight obstacle again intervened . tom had concluded not to be taken . while the",mob,"was at work without , he had managed to dig a stone from the floor of his cell , which he slid into the leg of a pair of cast off breeches , and stood on the defensive . but when the door was burst in , it seems he"
1363,16964_0.txt,"The daily crescent ([New Orleans, L...)",1851,"a pistol and ordered him to surrender . he bared his breast and challenged the fellow to shoot , and said they might him where he was , or the sheriff might take and hang him according to law , but that he would never be dragged out by a",mob,", and hung like a dog . this fierce determination to sell his life dearly , and die in his tracks , had a mellowing and enlightening influence upon the dense faculties of his assailants . they began to moderate in their zeal for justice , and to think they"
1364,16964_0.txt,"The daily crescent ([New Orleans, L...)",1851,"too far . the favorable moment was seized by the friends of order , and a proposition affording a loop hole of escape from the ignominy of defeat , was made and accepted . after some parley , the jail was cleared , the gallows taken down , and the",mob,"dispersed . the performance was over- the moun . tain had labored , the mouse was born , the throes of parturition ceased to be felt . thus ended in farce , what threatened and was intended for tragedy . and this result was brought about chiefly by skill and"
1365,16965_0.txt,"The Texas Republican (Marshall, Tex.)",1851,the,mob,"at peeria , illinois . some days ago we had an account ( by telegraph ) of some disgraceful proceedings at peoria , a mob having attempted to hang two prisoners who were in jail there under sentence of death for murder . the peoria the 27th ult gives the"
1366,16965_0.txt,"The Texas Republican (Marshall, Tex.)",1851,"the mob at peeria , illinois . some days ago we had an account ( by telegraph ) of some disgraceful proceedings at peoria , a",mob,"having attempted to hang two prisoners who were in jail there under sentence of death for murder . the peoria the 27th ult gives the fol republican of . , , lowing particulars of the disgraceful affair : it is generally known that we have two young men confined in"
1367,16965_0.txt,"The Texas Republican (Marshall, Tex.)",1851,"must suffice to say , that de . the efforts of few inside and spite a some outside who were anxious to arrest , proceedings , the door of the jail was burst in , and the hall , up to the cells of the victims , filled with the",mob,". here the strength of the cell door brought them to a halt . beams of timber , crow- bars , stones and sledges , did the work , however , and an entrance to cells was effected . george both was caught , praying , and brought into the"
1368,16965_0.txt,"The Texas Republican (Marshall, Tex.)",1851,"did the work , however , and an entrance to cells was effected . george both was caught , praying , and brought into the hall to await the capture of tom . here a slight obstacle again intervened . tom had concluded not to be taken . while the",mob,"was at work without , he had man floor of aged to dig a stone from the his cell , which he slid into the leg of a pair of east off breeches , and on the but when the door was burst in , it seems he was taken"
1369,16965_0.txt,"The Texas Republican (Marshall, Tex.)",1851,"drew a pistol and order ed him to surrender . he bared his breast and challenged the fellow to shoot , said they might kill him where he was or the sheriff might take and hang him according to law , but he would never be dragged out by a",mob,"and hung like a dog . this fierce determination to sell his life dearly , and die in his tracks , had a mellow . ing and enlightening influence upon the deuse faculties of his assailants . they began to moderate in their zeal for justice , and to think"
1370,16965_0.txt,"The Texas Republican (Marshall, Tex.)",1851,". the favorable moment was seized by the friends of order , and a proposition , affording a loop- hole of escape from the ignominy of defeat , was made and accept ed . after some parley , the jail was cleared , the gallows taken down , and the",mob,"dis . persed . the performance was over the mountain had labored , the mouse was born , and the throes of parturition ceased to be felt . thus ended in farce , what threatened and was designed for tragedy and this . result was brought about chiefly by the"
1371,16966_0.txt,"Flag of the Union (Jackson, Miss.)",1851,"boston , feb . 15 . a fugitive slave named frederick wilkins was arrested this morning and taken before u . s . commissioner curtis in the u . s . courtroom for examination , which was postponed till tuesday . a",mob,"of three hundred negroes stormed the court- room and in despite of the officers carried off in the the fugitive triumph . armed but hurt the negroes were , no one was . mob used the marshal's own sword , hanging in great the court- room , keep off the"
1372,16966_0.txt,"Flag of the Union (Jackson, Miss.)",1851,"the u . s . courtroom for examination , which was postponed till tuesday . a mob of three hundred negroes stormed the court- room and in despite of the officers carried off in the the fugitive triumph . armed but hurt the negroes were , no one was .",mob,"used the marshal's own sword , hanging in great the court- room , keep off the officers . excitement prevailed to throughout the city ."
1373,16966_2.txt,"Flag of the Union (Jackson, Miss.)",1851,", mr . clay denounced the",mob,as a great out . it rage and an infamous proceeding . the resolution was unanimously adopted . the senate then took up the cheap bill . postage
1374,16966_3.txt,"Flag of the Union (Jackson, Miss.)",1851,"the boston rescue . we give to- day every thing which we can glean of the disgraceful affair in boston , touching the rescue of a fugitive slave from the civil authority , by a",mob,"of blacks and abolitionists . we trust that boston and old massachusetts will yet wipe off this stain of insubordination to the laws of the constituted authorities . nor will we ever give intelligent law abiding up- , , and as we believe , patriotic massachusetts , until she places"
1375,16971_0.txt,"The spirit of democracy (Woodsfield, Ohi...)",1851,"senate of the united states . they are goverened by rules as fixed as the stat- utes of the medes and persians , have a written constitution and laws . to guide them and conduct their proceedings with every there is no sort of judicial importance . insanity of the",mob,"discoverable in their movements . they try , condemn and pun ish a culprit , with as much preparation and as coolly as any court in the united states . in arresting a person unfortunate enough to come under their notice they go to all lengths . they will track"
1376,16974_1.txt,"The Evansville daily journal (Evansville, Ia....)",1851,"prevailed in perth amboy , n . j . , on the 23d ult . , against the collector of that port , for appointing to office , as inspector of the customs , a young englishman , not yet naturalized , and not a voter by age . a",mob,gathered in front of house and burnt him in effigy . his
1377,16978_0.txt,NA,1851,"both for and against the prisoner , the room was closed for the jury to deliberate . loud cries of vengeance on the prison er , "" were now heard . the jury found the prisoner guilty . -- this , for a short time , appeared to quiet the",mob,". the excitement , in a short time time , again became uncont olable . it was immediately put to vote that roe should be hanged , and carried ly . unanimous"
1378,16987_0.txt,Richmond daily times (Richmond [Va.]),1852,"a gambler lynched- scene on the mississippi.- we learn that a gambler of the name of williamson suffered the penalties of lynch law at hickman a few days since , at the passengers of the steamer paul . it appears that",a party of,"returned californians started for st . louis on the boat from new or leans , but as the boat was about leaving port a po . lice officer came on board , and cautioned the passengers to beware of gamblers and pickpockets during the trip , at the same time"
1379,16988_0.txt,The daily dispatch (Richmond [Va.]),1852,"murder and lynch law.- we learn from the grenada ( mise . ) republican of a case of murder and lynch law which occurred recently near that place . a . mr . bingham , residing near grenada , was missing .",a party of,"ten or fifteen citizens , supposing that he had been thrown from his horse , and either killed or dis abled , repaired , so soon as the news was made known to his farm , and searched the woods for a considerable distance around , but without making any"
1380,16988_0.txt,The daily dispatch (Richmond [Va.]),1852,"life was extinct . his body was then thrown into a neighboring creek , and the negroes spent the remainder of the night in singing and dancing . two of the negroes were taken into custody , and a guard placed over them , but they were seized by a",mob,"and hung . two others were placed jail . in a gambler lynched.- we learn that a gambler of the name of williamson suffered the penalties of lynch law at hickman a few days since , at the hands of the passengers of the steamer st . paul . it"
1381,16988_0.txt,The daily dispatch (Richmond [Va.]),1852,". two others were placed jail . in a gambler lynched.- we learn that a gambler of the name of williamson suffered the penalties of lynch law at hickman a few days since , at the hands of the passengers of the steamer st . paul . it appears that",a party of,"returned californians started for st . louis on the boat from new orleaus , but as the boat was about leaving port a police officer came on board and cautioned the passengers to be ware of gamblers and pickpockets during the trip , at the same time informing them that"
1382,16989_0.txt,Richmond daily times (Richmond [Va.]),1852,"life was extinct . his body was then thrown into a neighboring creek , and the negroes spent the remainder of the night in sing- ing and dancing . two of the negroes were taken into custody and a guard placed over them , but they were seized by a",mob,and hung . others were placed in jail.-n . o . picayune two .
1383,16991_0.txt,The republic (Washington [D.C...),1852,"1835 , august 1 . "" beauties of slavery.- when a",mob,"burnt down the charleston convent , they told the south it all us at was owing to free suffrage , and our not having slaves ; and gov . mcduffie said , in his message , that there could be no freedom with out slavery . the southern papers have"
1384,16991_0.txt,The republic (Washington [D.C...),1852,"the south it all us at was owing to free suffrage , and our not having slaves ; and gov . mcduffie said , in his message , that there could be no freedom with out slavery . the southern papers have never ceased to taunt us with our lawless",mobs,", and tell our aristocracy that they have no refuge from anarchy but in monarchy . the tables are now turned . mobs of the most horrid and bloody kind are now prevailing at the south , the very offspring of the elavery without which , governor mcduffie tells us"
1385,16991_0.txt,The republic (Washington [D.C...),1852,", in his message , that there could be no freedom with out slavery . the southern papers have never ceased to taunt us with our lawless mobs , and tell our aristocracy that they have no refuge from anarchy but in monarchy . the tables are now turned .",mobs,"of the most horrid and bloody kind are now prevailing at the south , the very offspring of the elavery without which , governor mcduffie tells us , there can be no liberty . our mobs never end in the mobs bloodshed . at the south always take life ."
1386,16991_0.txt,The republic (Washington [D.C...),1852,"no refuge from anarchy but in monarchy . the tables are now turned . mobs of the most horrid and bloody kind are now prevailing at the south , the very offspring of the elavery without which , governor mcduffie tells us , there can be no liberty . our",mobs,never end in the mobs bloodshed . at the south always take life . the recent scene at vicksburg has never been exceeded in outrage upon law since the mob at edinburgh hanged captain porteus we sub- . join a sample of what mobs at the south doing . their
1387,16991_0.txt,The republic (Washington [D.C...),1852,"in monarchy . the tables are now turned . mobs of the most horrid and bloody kind are now prevailing at the south , the very offspring of the elavery without which , governor mcduffie tells us , there can be no liberty . our mobs never end in the",mobs,bloodshed . at the south always take life . the recent scene at vicksburg has never been exceeded in outrage upon law since the mob at edinburgh hanged captain porteus we sub- . join a sample of what mobs at the south doing . their majesties decree that all the
1388,16991_0.txt,The republic (Washington [D.C...),1852,"very offspring of the elavery without which , governor mcduffie tells us , there can be no liberty . our mobs never end in the mobs bloodshed . at the south always take life . the recent scene at vicksburg has never been exceeded in outrage upon law since the",mob,"at edinburgh hanged captain porteus we sub- . join a sample of what mobs at the south doing . their majesties decree that all the itinerant are preach- ers , doctors , clock- pedlars , and gamblers , are in- atigators of slave insurrections , and if they can flog"
1389,16991_0.txt,The republic (Washington [D.C...),1852,can be no liberty . our mobs never end in the mobs bloodshed . at the south always take life . the recent scene at vicksburg has never been exceeded in outrage upon law since the mob at edinburgh hanged captain porteus we sub- . join a sample of what,mobs,"at the south doing . their majesties decree that all the itinerant are preach- ers , doctors , clock- pedlars , and gamblers , are in- atigators of slave insurrections , and if they can flog a negro into naming any white man , he is seized and hung by"
1390,16991_0.txt,The republic (Washington [D.C...),1852,"the south doing . their majesties decree that all the itinerant are preach- ers , doctors , clock- pedlars , and gamblers , are in- atigators of slave insurrections , and if they can flog a negro into naming any white man , he is seized and hung by the",mob,". the next thing will be , that every citizen of a free state , found south of the potomac , will be hung by lynch's law . governor mcduffie will please excuse us from his notions a free government . "" of i"
1391,16993_0.txt,"Gallipolis journal (Gallipolis, Ohi...)",1852,mission the on scene lynched- gambler a sippi . we learn that a gambler of the name of williamson suffered the penalties of lynch law at hickman a few days at the hands of the passengers of the steamer st . paul it appears that,a party of,"returned californians started for st . louis on the boat from new orleans , but as the boat was about leaving port a police officer came on board and cautioned the passengers to beware of gamblers and pick pockets during the trip , at the same time informing them that"
1392,16995_0.txt,"Southern sentinel (Plaquemine, Par...)",1852,". important from rio grande . . by an arrival from the brazos santiago , says minds the bee , we are in possession of brownsville on papers to the 28th ult . the rio bravo of in that date contains the annexed interesting and nigh important intelligence : suf",a party of,"gentlemen arrived last evening honors from rio grande city , from whom we learn the has extraordinary events which form the applied this want of we obliged re to give only the facts without any of the atten , dant circumstances and particulars . votes , it seems that a"
1393,16995_0.txt,"Southern sentinel (Plaquemine, Par...)",1852,"encamped two mexicans and a boy . when mr . p . was asleep , he was set upon an his ac brains beaten out by these fellows , for the sake of of his money and effects . information to this effect having been given by the boy ,",a party of,"citizens started out in de pursuit , and one of the fellows was taken . after a regular trial he was hung by the citizens , of rio grande city , in presence of the whole people -- all concurring . just before his exe to cution , he made"
1394,16997_0.txt,"The Texas Republican (Marshall, Tex.)",1852,exciting news from rio grande city and roma two men hung by the citizens- six meri cans shot in camp ! probable murder of mr . thomas 1 . harris of roma ! ! !,a party of,"gestleman arrived last eve . ning from rio grande city , from whom which the extraordinary events we learn this article . for want form the caption of of room we are obliged to give only the facts without any of the attendant circum particulars . it seems that a"
1395,17000_0.txt,Richmond daily times (Richmond [Va.]),1852,"two men charged with theft , were taken from the authorities of coloma by a",mob,", and hanged . the papers contain notices of several other of mob violence . cases"
1396,17000_0.txt,Richmond daily times (Richmond [Va.]),1852,"two men charged with theft , were taken from the authorities of coloma by a mob , and hanged . the papers contain notices of several other of",mob,violence . cases
1397,17001_0.txt,"Wilmington journal (Wilmington, N.C...)",1852,"two men , charged with theft , were taken from the authorities of coloma by a",mob,and hanged . - papers contain notices of several other cases of the mob violence .
1398,17001_0.txt,"Wilmington journal (Wilmington, N.C...)",1852,"two men , charged with theft , were taken from the authorities of coloma by a mob and hanged . - papers contain notices of several other cases of the",mob,violence .
1399,17002_0.txt,NA,1852,"there is a marked improvement in business throughout the state . he two men charged with theft , were taken from the authorities of colma , by",mob,", and hanged . the"
1400,17032_0.txt,The daily dispatch (Richmond [Va.]),1853,"lynch law in missouri -we learn from the columbia , mo . , statesman , the following of the execution of a negro by the",mob,": particulars "" hiram , a negro man belonging to col . young , of boon county , attempted to commit a rape on the daughter of a respectable citizen . he was taken before a justice , and the trial was progressing , when a mob of citizens rushed"
1401,17032_0.txt,The daily dispatch (Richmond [Va.]),1853,"negro by the mob : particulars "" hiram , a negro man belonging to col . young , of boon county , attempted to commit a rape on the daughter of a respectable citizen . he was taken before a justice , and the trial was progressing , when a",mob,"of citizens rushed into the court room , put a rope around the negro's neck , and forced him into a wood north of the court house , where an attempt was made to hang him , but the rope broke , and the mob was prevailed on to take"
1402,17032_0.txt,The daily dispatch (Richmond [Va.]),1853,"was progressing , when a mob of citizens rushed into the court room , put a rope around the negro's neck , and forced him into a wood north of the court house , where an attempt was made to hang him , but the rope broke , and the",mob,"was prevailed on to take him back to jail . these occurrences took place on saturday , the 20th ef august . on sunday , the negro confessed his guilt , implicating two other negroes in the crime . on monday , a meeting of citizens was called , and"
1403,17034_0.txt,"The Evansville daily journal (Evansville, Ia....)",1854,"penwis , superintendent of the buffalo state line railroad , was found guilty of kidnapping , by an erie jury yesterday . the charge arose from the late harbor creek riot during the erie railroad disturbance when the",mob,"endeavored to lynch dennis . the cars were put in motion to protect him , and a harbor creek man named cooper , was car ried into new york state.-"
1404,17035_0.txt,The daily dispatch (Richmond [Va.]),1854,"singular kidnapping.- mr . dennis , superintendent of the buffalo and state line railroad , was found guilty of kidnapping , by an erie jury , on thursday . the charge arose from the late erie railroad disturbance . it appears that when the",mob,"endeavored to lynch dennis , the cars were put in motion to protect him , and a harbor creek man , cooper , who was on the train , was carried into mr . new york state ."
1405,17044_0.txt,"The Portsmouth inquirer (Portsmouth, O. ...)",1851,outrage ! -- jail opened by a,mob,". john hoard was last week committed to to newport jail opposite theis city , on charge of being concerned in making or deal- in counterfeit he closures that lead to the arrest mentioned yesterday . this got out , and some twelve or fifteen on tore down a part"
1406,17056_0.txt,"The daily crescent ([New Orleans, L...)",1851,"take all legal means sheriff hires , at great expense , armed military companies to aid him , he cannot claim to be repaid by the county for such expenses . the sheriff hired several volunteer companies to protect the rolling mills which threatened with destruction were by , a",mob,". the court drew a distinction between lawful and legal means , which the sheriff is author ized under law to adopt , when , a riot is threatened . to say that the sheriff was bound to use all lawful means to prevent the threatened destruetion of property ,"
1407,17059_0.txt,NA,1851,"a band of co- workers in ohio , who refuse to submit to the law of the land and who thus openly counsel a disregard of its requirements . it will be very convenient to them when they wish to burn abolition papers that get into the mail , or",mob,"and lynch any incendiary preacher or pedlar that happens to stray off in that direction . once throw open the the house top that we are under no obligation , moral or legal , to respect and garded as ww wrong that or may happen to and be we re"
1408,17073_1.txt,"North Carolina standard (Raleigh, N.C.)",1851,,mob,"in columbus ga . , we find the following dispatches in the macon journal & messenger of wednesday last : columbus . aug . 12 , 3 , 30 p . m . messrs . editors : there is a great mob raging here at present . the negro man"
1409,17073_1.txt,"North Carolina standard (Raleigh, N.C.)",1851,"mob in columbus ga . , we find the following dispatches in the macon journal & messenger of wednesday last : columbus . aug . 12 , 3 , 30 p . m . messrs . editors : there is a great",mob,"raging here at present . the negro man jarrett , convicted by two successive juries of the infamous crime of commiting a rape upon a little girl of ten years old , was to have been hung to- day . to the surprise of every one , he was pardoned"
1410,17073_1.txt,"North Carolina standard (Raleigh, N.C.)",1851,"the infamous crime of commiting a rape upon a little girl of ten years old , was to have been hung to- day . to the surprise of every one , he was pardoned by gov . towns . this has created great indignation among the populace , and a",mob,"of five hundred persons are now before the jail awaiting the hour of 4 o'clock , which time they expect to hang him . at"
1411,17073_2.txt,"North Carolina standard (Raleigh, N.C.)",1851,"columbus , aug . 12 , 6 , 10 p . m . the",mob,"assembled at 4 o'clock , proceeded to the jail and demanded the keys . the sheriff refused to give them up the doors were broken open , and the negro brought out and hung to a pine tree of back"
1412,17081_0.txt,Meigs County telegraph (Pomeroy [Ohio]),1852,"-mr . willard , an auctioneer of st . joseph , missouri , was seized by",a party of,"men , on the $ 27th ult . , who carried him to the woods , tied him to a tree , and whipped him to death . the body was discovered in the afternoon , and three men , named langton , jones , and anderson , found near"
1413,17081_0.txt,Meigs County telegraph (Pomeroy [Ohio]),1852,"afternoon , and three men , named langton , jones , and anderson , found near the spot , were arrested and lodged in jail . mr . willard was accused of having contracted debts , with the intent citement prevailed . the jail was strongly ed to prevent the",mob,from lynching the prisoners guard .
1414,17089_0.txt,"Alexandria gazette (Alexandria, D.C...)",1852,"of moore & co . , of the sum of nine hundred dollars . this robbery was committed on sherlock's creek , seven of eight miles from this port , and suspicion at the time being directed to an old man , named johnson , he was arrested by the",mob,"and hanged by the neck until he became insensible , and whipped upon the bare back in the most cruel manner ; but all this failed to extort from him a confession of the theft . mr . carrico , who was the leader of the mob . proposed to"
1415,17089_0.txt,"Alexandria gazette (Alexandria, D.C...)",1852,"arrested by the mob and hanged by the neck until he became insensible , and whipped upon the bare back in the most cruel manner ; but all this failed to extort from him a confession of the theft . mr . carrico , who was the leader of the",mob,". proposed to place his bleeding and unfarcerated body upon hot embers , and to extract the nails of his fingers and toes with a pair of ballet moulds ; but this diabolical proposition meeting with no support , the poor old man . alive was set at liberty ."
1416,17108_0.txt,"Nashville union and American (Nashville, Tenn.) 1853-1862",1854,"15 , 1853 . aj , l . marling , e . g . bastman , g . c . torbett , m . c . c . church . it john l . marling & co . editors and proprietors . saturday morning , may 27 , 1854 .",mobocracy,". the mob spirit in this country is gaining an alarming ascendency . outbreaks which a few years ago were extremely rare , and attracted atten tion all over the country , are now of such frequent occurrence as to excite very little remark . the "" sovereign people """
1417,17108_0.txt,"Nashville union and American (Nashville, Tenn.) 1853-1862",1854,". aj , l . marling , e . g . bastman , g . c . torbett , m . c . c . church . it john l . marling & co . editors and proprietors . saturday morning , may 27 , 1854 . mobocracy . the",mob,"spirit in this country is gaining an alarming ascendency . outbreaks which a few years ago were extremely rare , and attracted atten tion all over the country , are now of such frequent occurrence as to excite very little remark . the "" sovereign people "" in a great"
1418,17108_0.txt,"Nashville union and American (Nashville, Tenn.) 1853-1862",1854,"offence into their own hands . there is , to them , a peculiar fascination about lynch law . it admits of no conflicting testimony , special plead ing , or hung juries , but decides and punishes with unerring certainty and refreshing promptness . the last specimen of the",mob,"spirit was exhibited at wheeling the other day . on the last trip of the pennsylvanian to that town , she low ered her chimneys when passing under the two cables which remain of the bridge . the people on the wharf thought there was no occasion for low ering"
1419,17117_0.txt,Lynchburg daily Virginian (Lynchburg [Va.]),1854,"a mexican , at hornitas , mariposa county , stab bed a butcher named thompson in the breast , on the 4th of june . the mexican was instantly seized by",mob,of americans and hung up on the nearest a tree .
1420,17120_0.txt,"The Athens post (Athens, Tenn.)",1854,"murder and lynch law in texas.- dr . linton , formerly surgeon in the united states navy , shot two men at laredo , texas , recently . he was subsequently seized by a",mob,"of united states soldiers and , hung on a gallows erected upon the public plaza . lin ton , it is said , was on board the united states brig somers when young spencer was hung by commander mckenzie . the two men who were killed were achilles centro ,"
1421,17122_0.txt,"The Hillsborough recorder (Hillsborough, N...)",1854,"dr . linton , formerly surgeon in the united states navy , shot two men at laredo , texas , recently . he was sub- sequently seized by a",mob,", and hung on a gallows erected upon the plaza . public"
1422,17123_0.txt,Washington sentinel (Washington [D.C...),1854,"august 11- mr . dennis , the superin- it on tendent of the buffalo and state line railroad the was found guilty of kidnapping by an erie jury , been yesterday . the charge arose from the late erie and railroad disturbance . it appears that when the in in",mob,"endeavored to lynch dennis , the cars were . put in motion to protect him , and a harbor creek . mr . cooper , who was on the train , was carried man into new york state ."
1423,17124_0.txt,"Richmond daily Whig (Richmond, Va.)",1854,"singular kidnapping case . buffalo , aug . 11 , 1854 . -mr . dennis , the superintend ent of the buffalo and state line kailroad , was found of by an the charge arose from the late erie railroad disturbance . it appears that when the",mob,"endeavored to lynch dennis , the cars were put in motion to protect him , and a harbor creek man , mr . cooper who was on the train , was into new york state . carried"
1424,17128_0.txt,"The Cecil Whig (Elkton, Md.)",1854,"has committed . "" the court sat in caroline county last weck and the negro was tried and found guil- ty . the baltimore sun of wednesday last gives the following account of after proceed : the excitement at denton- dave thom as , the murderer , hung hy a",mob.-,"we sta yesterday that dave thomas , the negro who murdered mr . wm . h . butler , in caro line county , md . , on the 27th ult . , had been tried at denton , and convicted of murder in the second degree , "" and"
1425,17128_0.txt,"The Cecil Whig (Elkton, Md.)",1854,"prisoner out and hung him from a plank which they nailed to a window on the outside , in the story of the building , he was suspended until life was extinct , when he was cut down and his body conveyed back into the jail . nor did the",mob,"sstop here . they then released and set at liberty two other prisoners , one of whom had been sentenced to the penitentiary . we learn from another source that the sher iff was siczed and tied by the mob before they proceeded to their murderous work . this is"
1426,17128_0.txt,"The Cecil Whig (Elkton, Md.)",1854,"body conveyed back into the jail . nor did the mob sstop here . they then released and set at liberty two other prisoners , one of whom had been sentenced to the penitentiary . we learn from another source that the sher iff was siczed and tied by the",mob,before they proceeded to their murderous work . this is ono of the most daring outrages ever trated in maryland . perpe
1427,17131_0.txt,"Indiana American (Brookville, Ind...)",1854,"telegraph has been hanged and burnt in effigy by the people of moder mo . , because he had reproved their",mob,"spirit in hanging by lynch law a man shoot , who had killed his wife . named"
1428,17136_0.txt,NA,1854,"of his wife attacked him with a gun and so severely injured him that he died in about three hours after- and who was tried for the murder and sentenced to imprisonment in the penitentiary for sixteen years , was on last saturday night taken from the jail by a",mob,"of some sixty or seventy men , and hung from a plank which they nailed to a window on the outside , in the second story of the jail building . he was suspended until life was extinct , when he was cut down and his body conveyed back into"
1429,17136_0.txt,NA,1854,", and hung from a plank which they nailed to a window on the outside , in the second story of the jail building . he was suspended until life was extinct , when he was cut down and his body conveyed back into the jail . nor did the",mob,"stop here . they then released and set at liberty two other prisoners , one whom has been sentenced to the penitentiary of ."
1430,17137_0.txt,"Smyrna times (Smyrna, Del.)",1854,the,mob,"at denton , md.- the denton journal that the says mob which bung dave thomas , the murderer of butler , also released two other prisoners and tied the sheriff . the latter was at the jail , and did all in bis power to preserve or and both and"
1431,17137_0.txt,"Smyrna times (Smyrna, Del.)",1854,"the mob at denton , md.- the denton journal that the says",mob,"which bung dave thomas , the murderer of butler , also released two other prisoners and tied the sheriff . the latter was at the jail , and did all in bis power to preserve or and both and ender prevent the act by pesuasion , threats , but the"
1432,17143_0.txt,"The Evansville daily journal (Evansville, Ia....)",1855,"the citizens of weston , mo . , have held a meeting in which they denounced the of which - proceedings the",mob,lynched philips . they say the disgraceful affair belongs entirely to the citizens of leaven- worth . we are glad to see this evidence of awakening decency in the part of any portion the citizens of missouri . the weston of reporter denounces the lynching of philipe
1433,17148_0.txt,"Anti-slavery bugle (New-Lisbon, Ohi...)",1855,""" resolved , that",mob,"law , lynch law , or any other attempted exercise of political or civil power outside of the regular channels of justice and law which result in injury to person , destruction of property or loss of life , cannot by any sophistical plea of necessity or self- defense be"
1434,17151_0.txt,"Semi-weekly standard (Raleigh, N.C.)",1855,"already recorded the murder of miss thorn ton , a respectable young lady , near gaston , ala bama , by a negro man- the horrible affair created the greatest excitement , and subsequently the mur . derer was forcibly taken from the custody of the civil authorities by a",mob,", and put to a terrible death , an account of which is thus given in the mari on republican of the 28th ult . on friday last , after due preparation they carried him to the spot where he so cruelly murdered his innocent victim , and burnt him"
